date,time,headline_raw
9/6/2026,22:48:47,"S&P 500 TURNS LOWER, LAST DOWN 0.4% NASDAQ COMPOSITE REVERSES EARLY GAINS, LAST DOWN 0.3% Wall St rises as tech shares gain, Middle East tensions ease US STOCKS"
9/6/2026,21:50:53,RUSSELL 2000 INDEX RISES 2.2%
9/6/2026,21:48:55,"U.S. STOCKS EXTEND GAINS, S&P 500 -SPX UP 1.00 PCT"
9/6/2026,21:44:25,"U.S. STOCKS EXTEND GAINS, NASDAQ -IXIC UP 1.00%"
9/6/2026,21:44:25,"U.S. STOCKS EXTEND GAINS, NASDAQ -IXIC UP 1.00 PCT"
9/6/2026,21:33:25,"US STOCKS SNAPSHOT-Wall St edges higher at open as chips extend gains, Middle East tensions ease NASDAQ .IXIC UP 192.17 POINTS, OR 0.74 PERCENT, AT 26,121.83 AFTER MARKET OPEN"
9/6/2026,21:30:30,"DOW JONES .DJI UP 229.40 POINTS, OR 0.45 PERCENT, AT 51,015.41 AFTER MARKET OPEN S&P 500 .INX UP 40.45 POINTS, OR 0.55 %, AT 7,446.18 AFTER MARKET OPEN"
9/6/2026,21:30:30,"S&P 500 .INX UP 40.45 POINTS, OR 0.55 PERCENT, AT 7,446.18 AFTER MARKET OPEN"
9/6/2026,20:57:54,"Wall St set for higher open as chips extend gains, Middle East tensions ease US STOCKS"
9/6/2026,19:07:21,Wall St futures inch higher as chips extend gains US STOCKS
9/6/2026,18:21:27,Wall St futures tick up as chips extend gains US STOCKS
9/6/2026,16:01:01,"U.S. S&P 500 E-MINI FUTURES UP 0.22%, NASDAQ 100 FUTURES UP 0.46%, DOW FUTURES UP 0.04%"
9/6/2026,4:50:55,"S&P 500, Nasdaq rise as tech, chipmakers rebound US STOCKS"
9/6/2026,4:00:54,"S&P 500, Nasdaq end up as tech, chipmakers rebound US STOCKS"
9/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES DOWN 88.95 POINTS, OR 0.17%, AT 50,777.83"
9/6/2026,4:00:00,"NASDAQ .IXIC UNOFFICIALLY CLOSES UP 219.49 POINTS, OR 0.85 PERCENT, AT 25,928.93"
9/6/2026,4:00:00,"S&P 500 .SPX UNOFFICIALLY CLOSES UP 23.96 POINTS, OR 0.32 PERCENT, AT 7,407.70"
9/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES DOWN 84.82 POINTS, OR 0.17 PERCENT, AT 50,781.96"
9/6/2026,2:48:46,"Wall Street rebounds with tech, chipmaker shares US STOCKS Wall St gains as chips rebound, Middle East tensions ease US STOCKS"
8/6/2026,24:57:12,"Wall St gains as chips rebound, Middle East tensions ease US STOCKS"
8/6/2026,21:33:00,"US STOCKS SNAPSHOT-Wall St opens higher as chip stocks rebound, Middle East tensions ease U.S. STOCKS EXTEND GAINS, S&P 500 «SPX UP 1.00 PCT"
8/6/2026,21:30:30,"U.S. STOCKS EXTEND GAINS, NASDAQ -IXIC UP 1.47%"
8/6/2026,21:30:30,"NASDAQ .IXIC UP 378.69 POINTS, OR 1.47 PERCENT, AT 26,088.13 AFTER MARKET OPEN"
8/6/2026,21:30:30,"DOW JONES .DJI UP 212.86 POINTS, OR 0.42 PERCENT, AT 51,079.64 AFTER MARKET OPEN"
8/6/2026,21:30:30,"S&P 500 .INX UP 68.75 POINTS, OR 0.93 PERCENT, AT 7,452.49 AFTER MARKET OPEN"
8/6/2026,21:30:30,"S&P 500 .INX UP 68.75 POINTS, OR 0.93 %, AT 7,452.49 AFTER MARKET OPEN"
8/6/2026,20:44:04,"Wall St set for higher open as chips rebound, Middle East tensions ease US STOCKS"
8/6/2026,20:33:17,RUSSELL 2000 FUTURES UP 1.5%
8/6/2026,19:20:27,"U.S. S&P 500 E-MINI FUTURES ADD 0.65%, NASDAQ 100 FUTURES UP 1.21%, DOW FUTURES UP 0.2%"
8/6/2026,19:19:22,"S&P 500, Nasdaq futures climb as chip stocks stabilize US STOCKS"
8/6/2026,18:19:41,"S&P 500, Nasdaq futures climb as chip stocks stabilize US STOCKS"
8/6/2026,16:01:19,"S&P 500 E-MINI FUTURES UP 0.3%, NASDAQ FUTURES UP 0.7%, DOW FUTURES DOWN 0.2%"
8/6/2026,6:01:50,"S&P 500 FUTURES FALL ABOUT 0.6% IN EARLY TRADE; NASDAQ 100 FUTURES DOWN ABOUT 0.7% Wall Street ends sharply lower as chips slide, jobs data fuels rate hike fears US STOCKS"
6/6/2026,4:13:06,"PHLX SEMICONDUCTOR INDEX ENDS DOWN 10.3%, DEEPEST ONE-DAY LOSS SINCE MARCH 2020 CORRECTED"
6/6/2026,4:05:14,"FOR THE WEEK, S&P 500 DOWN 2.59%, NASDAQ DOWN 4.68%, DOW DOWN 0.32%"
6/6/2026,4:05:13,S&P 500 SNAPS 9-WEEK WINNING STREAK
6/6/2026,4:02:00,S&P 500 HAS BIGGEST DAILY PCT DECLINE SINCE OCTOBER 2025
6/6/2026,4:01:59,NASDAQ REGISTERS BIGGEST DAILY PCT DECLINE SINCE APRIL 2025
6/6/2026,4:00:33,"Wall Street ends sharply lower as chips slide, jobs data fuels rate hike fears US STOCKS"
6/6/2026,4:00:00,"S&P 500 .SPX UNOFFICIALLY CLOSES DOWN 193.72 POINTS, OR 2.55 PERCENT, AT 7,390.59"
6/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES DOWN 664.78 POINTS, OR 1.29 PERCENT, AT 50,897.15"
6/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES DOWN 628.75 POINTS, OR 1.22%, AT 50,933.18"
6/6/2026,4:00:01,"NASDAQ .IXIC UNOFFICIALLY CLOSES DOWN 1,072.37 POINTS, OR 4.00 PERCENT, AT 25,758.58"
6/6/2026,2:48:33,"U.S. STOCKS EXTEND FALL, NASDAQ -IXIC DOWN 4.00 PCT"
6/6/2026,2:40:15,"Wall Street slumps as chips slide, robust jobs data stokes fears of hawkish Fed US STOCKS"
6/6/2026,2:27:16,"U.S. STOCKS EXTEND FALL, DOW JONES -DJI DOWN 1.00 PCT"
6/6/2026,2:15:05,"U.S. STOCKS EXTEND FALL, S&P 500 «SPX DOWN 2.00 PCT"
6/6/2026,1:06:15,CBOE VOLATILITY INDEX JUMPS TO OVER TWO-WEEK HIGH; LAST UP 3.32 POINTS AT 18.72
6/6/2026,0:43:49,"U.S. STOCKS EXTEND FALL, NASDAQ -IXIC DOWN 3.00%"
6/6/2026,0:10:52,"RUSSELL 2000 INDEX DROPS TO TWO- WEEK LOW, LAST DOWN 2.4%"
5/6/2026,23:58:51,"Wall St slides as chip stocks fall, jobs data fuels hawkish Fed fears US STOCKS"
5/6/2026,23:06:06,"U.S. STOCKS EXTEND FALL, NASDAQ -IXIC DOWN 2.00 PCT"
5/6/2026,22:00:43,"Wall St slides as chip stocks fall, jobs data fuels hawkish Fed fears US STOCKS"
5/6/2026,21:49:33,"U.S. STOCKS EXTEND FALL, S&P 500 -SPX DOWN 1.00 PCT"
5/6/2026,21:39:05,"US STOCKS SNAPSHOT-S&P 500, Nasdaq slip at open after solid jobs data fuels hawkish Fed fears; chip stocks fall REFILE"
5/6/2026,21:30:30,"U.S. STOCKS EXTEND FALL, NASDAQ -IXIC DOWN 1.19%"
5/6/2026,21:30:30,"NASDAQ .IXIC DOWN 321.79 POINTS, OR 1.20 PERCENT, AT 26,509.17 AFTER MARKET OPEN"
5/6/2026,21:30:30,"DOW JONES .DJI UP 24.41 POINTS, OR 0.05 PERCENT, AT 51,586.34 AFTER MARKET OPEN"
5/6/2026,21:30:30,"S&P 500 .INX DOWN 52.48 POINTS, OR 0.69 PERCENT, AT 7,531.83 AFTER MARKET OPEN"
5/6/2026,21:30:30,"S&P 500 .INX DOWN 52.48 POINTS, OR 0.69 %, AT 7,531.83 AFTER MARKET OPEN Nasdaq, S&P 500 set to decline at open after strong payrolls report; chips fall US STOCKS"
5/6/2026,20:35:03,US STOCKS SNAPSHOT-US stock futures extend declines after May non-farm payrolls data
5/6/2026,20:31:25,"S&P 500 E-MINI FUTURES, NASDAQ 100 FUTURES EXTEND DECLINES AFTER U.S. JOBS DATA"
5/6/2026,20:31:25,"S&P 500 E-MINI FUTURES DOWN 0.6%, NASDAQ 100 FUTURES DOWN 1.3, DOW FUTURES FLAT"
5/6/2026,19:07:36,"Nasdaq, S&P futures decline as semiconductors slip; payrolls in focus US STOCKS"
5/6/2026,18:00:04,"Nasdaq, S&P futures slip as semiconductors drag; payrolls in focus US STOCKS"
5/6/2026,16:00:46,"S&P 500 E-MINI FUTURES DOWN 0.6%, NASDAQ 100 FUTURES DOWN 1.13%, DOW FUTURES FLAT"
5/6/2026,4:27:11,"Dow claims record closing high, S&P 500 advances; chip selloff weighs on Nasdaq US STOCKS"
5/6/2026,4:06:56,DOW JONES INDUSTRIAL AVERAGE NOTCHES RECORD HIGH CLOSE
5/6/2026,4:00:43,"Wall St ends higher; Dow claims record closing high US STOCKS NASDAQ .IXIC UNOFFICIALLY CLOSES DOWN 7.09 POINTS, OR 0.03 PERCENT, AT 26,846.89"
5/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 903.38 POINTS, OR 1.78 PERCENT, AT 51,590.45"
5/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 901.55 POINTS, OR 1.78%, AT 51,588.62"
5/6/2026,4:00:00,"S&P 500 .SPX UNOFFICIALLY CLOSES UP 33.78 POINTS, OR 0.45 PERCENT, AT 7,587.46"
5/6/2026,2:31:56,Wall St rises and Dow touches record high while chip selloff caps Nasdaq's gains US STOCKS
5/6/2026,0:40:52,NASDAQ PARES LOSSES; LAST DOWN 0.15%
4/6/2026,23:49:20,Dow hits record high; Broadcom-led chip selloff weighs on Nasdaq US STOCKS
4/6/2026,23:08:27,U.S. STOCKS HIT SESSION HIGHS; S&P 500 LAST UP 0.1%
4/6/2026,22:07:16,DOW EXTENDS GAINS TO HIT A RECORD HIGH; LAST UP 1.6% OR 790 POINTS
4/6/2026,22:00:34,PHILADELPHIA SE SEMICONDUCTOR INDEX FALLS 5.5%
4/6/2026,21:57:23,"S&P 500, Nasdaq dip as Broadcom revenue miss dents chip stocks US STOCKS"
4/6/2026,21:31:40,"US STOCKS SNAPSHOT-S&P 500, Nasdaq slide at open as Broadcom revenue miss dents chip stocks"
4/6/2026,21:30:47,"U.S. STOCKS EXTEND GAINS, DOW JONES .DJI UP 1.00 PCT"
4/6/2026,21:30:30,"U.S. STOCKS EXTEND FALL, NASDAQ -IXIC DOWN 1.08% NASDAQ .IXIC DOWN 289.39 POINTS, OR 1.08 PERCENT, AT 26,564.59 AFTER MARKET OPEN"
4/6/2026,21:30:30,"DOW JONES .DJI UP 476.57 POINTS, OR 0.94 PERCENT, AT 51,163.64 AFTER MARKET OPEN"
4/6/2026,21:30:30,"S&P 500 .INX DOWN 27.67 POINTS, OR 0.37 PERCENT, AT 7,526.01 AFTER MARKET OPEN"
4/6/2026,21:30:30,"S&P 500 .INX DOWN 27.67 POINTS, OR 0.37 %, AT 7,526.01 AFTER MARKET OPEN"
4/6/2026,20:32:02,U.S. STOCK INDEX FUTURES LITTLE CHANGED AFTER WEEKLY JOBLESS CLAIMS DATA
4/6/2026,20:20:32,"S&P 500, Nasdaq to open lower as Broadcom revenue miss dents chip stocks US STOCKS"
4/6/2026,20:02:10,"NASDAQ 100 FUTURES EXTEND DECLINES, LAST DOWN 1.2%"
4/6/2026,20:02:10,"DOW FUTURES EXTEND GAINS, LAST UP 0.8%"
4/6/2026,18:59:16,Nasdaq futures lead declines after Broadcom results disappoint US STOCKS
4/6/2026,17:48:38,Nasdaq futures lead declines after Broadcom drop US STOCKS
4/6/2026,16:00:41,"S&P 500 E-MINI FUTURES DOWN 0.26%, NASDAQ 100 FUTURES DOWN 0.49%, DOW FUTURES UP 0.20%"
4/6/2026,4:28:49,Wall Street ends lower as Middle East tensions escalate US STOCKS
4/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES DOWN 535.48 POINTS, OR 1.04%, AT 50,772.31"
4/6/2026,4:00:00,"S&P 500 .SPX UNOFFICIALLY CLOSES DOWN 51.91 POINTS, OR 0.68 PERCENT, AT 7,557.87"
4/6/2026,4:00:00,"NASDAQ .IXIC UNOFFICIALLY CLOSES DOWN 236.19 POINTS, OR 0.87 PERCENT, AT 26,857.71 U.S. STOCKS EXTEND FALL, DOW JONES -DJI DOWN 1.00 PCT"
4/6/2026,2:26:33,Wall Street eases as Middle East tensions escalate US STOCKS
4/6/2026,1:15:54,"U.S. STOCKS EXTEND DECLINES; S&P 500 DOWN 0.7%, NASDAQ FALLS 1.1%, DOW SHEDS 0.9%"
4/6/2026,0:24:15,"U.S. STOCKS EXTEND FALL, NASDAQ -IXIC DOWN 1.00%"
4/6/2026,0:24:15,"U.S. STOCKS EXTEND FALL, NASDAQ -IXIC DOWN 1.00 PCT"
4/6/2026,0:01:48,Wall Street's record rally takes a breather amid Middle East impasse US STOCKS
3/6/2026,22:32:00,Wall Street's record rally takes a breather amid Middle East impasse US STOCKS
3/6/2026,22:02:53,"U.S. STOCKS EXTEND DECLINES; S&P 500 DOWN 0.4%, NASDAQ SLIPS 0.6%, DOW DOWN 0.5%"
3/6/2026,21:44:00,RUSSELL 2000 INDEX DOWN 1.1%
3/6/2026,21:32:35,"US STOCKS SNAPSHOT-S&P 500, Dow tick lower on Middle East stalemate"
3/6/2026,21:30:30,"NASDAQ .IXIC DOWN 2.64 POINTS, OR 0.01 PERCENT, AT 27,091.26 AFTER MARKET OPEN"
3/6/2026,21:30:30,"DOW JONES .DJI DOWN 291.14 POINTS, OR 0.57 PERCENT, AT 51,016.65 AFTER MARKET OPEN"
3/6/2026,21:30:30,"S&P 500 .INX DOWN 10.45 POINTS, OR 0.14 %, AT 7,599.33 AFTER MARKET OPEN"
3/6/2026,21:30:30,"S&P 500 .INX DOWN 10.45 POINTS, OR 0.14 PERCENT, AT 7,599.33 AFTER MARKET OPEN"
3/6/2026,20:31:49,"S&P 500, Dow set to dip at open on Middle East stalemate US STOCKS"
3/6/2026,19:01:44,"S&P, Dow futures edge lower on Middle East stalemate US STOCKS"
3/6/2026,16:46:20,Wall St futures pause near record highs as oil climbs on Middle East stalemate US STOCKS
3/6/2026,16:00:47,"S&P 500 E-MINI FUTURES DOWN 0.1%, NASDAQ 100 FUTURES FLAT, DOW FUTURES DOWN 0.3% Wall St ends modestly higher as AI zeal overcomes Middle East jitters US STOCKS"
3/6/2026,4:00:48,Wall St ends modestly higher as AI zeal overcomes Middle East jitters US STOCKS
3/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 256.52 POINTS, OR 0.50 PERCENT, AT 51,335.40"
3/6/2026,4:00:00,"S&P 500 .SPX UNOFFICIALLY CLOSES UP 12.16 POINTS, OR 0.16 PERCENT, AT 7,612.12"
3/6/2026,4:00:00,"NASDAQ .IXIC UNOFFICIALLY CLOSES UP 10.03 POINTS, OR 0.04 PERCENT, AT 27,096.84"
3/6/2026,4:00:01,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 246.39 POINTS, OR 0.48%, AT 51,325.27"
3/6/2026,2:35:07,Wall St muted as AI zeal is held in check by Middle East tensions US STOCKS
3/6/2026,0:00:29,"Dow, S&P 500 scale peaks as HPE, Alphabet fuel AI momentum US STOCKS"
2/6/2026,23:11:07,U.S. STOCKS NEAR SESSION HIGHS; DOW LAST UP 0.3%
2/6/2026,21:53:47,"S&P 500, Nasdaq dip after record highs; HPE soars US STOCKS US STOCKS SNAPSHOT-Wall Street slips at open after record highs; HPE soars"
2/6/2026,21:30:30,"NASDAQ .IXIC DOWN 68.09 POINTS, OR 0.25 PERCENT, AT 27,018.71 AFTER MARKET OPEN"
2/6/2026,21:30:30,"DOW JONES .DJI DOWN 137.46 POINTS, OR 0.27 PERCENT, AT 50,941.42 AFTER MARKET OPEN"
2/6/2026,21:30:30,"S&P 500 .INX DOWN 14.06 POINTS, OR 0.19 %, AT 7,585.90 AFTER MARKET OPEN"
2/6/2026,21:30:30,"S&P 500 .INX DOWN 14.06 POINTS, OR 0.19 PERCENT, AT 7,585.90 AFTER MARKET OPEN"
2/6/2026,20:33:37,Wall Street poised to dip at open after record highs; HPE soars US STOCKS
2/6/2026,18:38:14,Wall Street futures dip after record highs; HPE soars US STOCKS
2/6/2026,17:34:23,Wall Street futures tick lower after record highs; HPE soars US STOCKS
2/6/2026,16:00:46,U.S. STOCK INDEX FUTURES DOWN 0.1%
2/6/2026,4:21:58,"Wall St ends higher, boosted by tech gains, US-Iran peace hopes US STOCKS"
2/6/2026,4:00:31,"Wall St ends higher, boosted by tech gains, US-Iran peace hopes US STOCKS"
2/6/2026,4:00:01,"NASDAQ .IXIC UNOFFICIALLY CLOSES UP 112.18 POINTS, OR 0.42 PERCENT, AT 27,084.80"
2/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 53.03 POINTS, OR 0.10 PERCENT, AT 51,085.49"
2/6/2026,4:00:00,"S&P 500 .SPX UNOFFICIALLY CLOSES UP 20.65 POINTS, OR 0.27 PERCENT, AT 7,600.71"
2/6/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 60.08 POINTS, OR 0.12%, AT 51,092.54"
2/6/2026,2:41:42,"Wall St flutters higher amid tech gains, Middle East developments US STOCKS"
2/6/2026,1:46:37,"S&P 500 UP 0.4%, NASDAQ ADDS 0.7%"
2/6/2026,1:46:36,S&P 500 AND NASDAQ GAIN AFTER TRUMP SAYS ISRAEL WILL NOT SEND TROOPS TO LEBANON
1/6/2026,22:28:07,RUSSELL 2000 INDEX DROPPED 1.2%
1/6/2026,22:02:10,"Wall St near record levels as AI optimism tempers war concerns; Nvidia, Microsoft up US STOCKS"
1/6/2026,21:32:25,US STOCKS SNAPSHOT-Wall St opens near record highs as AI optimism counters US-Iran war worries
1/6/2026,21:30:30,"NASDAQ .IXIC DOWN 46.64 POINTS, OR 0.17 PERCENT, AT 26,925.98 AFTER MARKET OPEN"
1/6/2026,21:30:30,"DOW JONES .DJI DOWN 179.84 POINTS, OR 0.35 PERCENT, AT 50,852.62 AFTER MARKET OPEN"
1/6/2026,21:30:30,"S&P 500 .INX DOWN 14.56 POINTS, OR 0.19 %, AT 7,565.50 AFTER MARKET OPEN"
1/6/2026,21:30:30,"S&P 500 .INX DOWN 14.56 POINTS, OR 0.19 PERCENT, AT 7,565.50 AFTER MARKET OPEN"
1/6/2026,21:13:48,"U.S. S&P 500 E-MINI FUTURES DOWN 0.1%, NASDAQ 100 FUTURES DOWN 0.2%, DOW FUTURES FLAT"
1/6/2026,20:38:07,Wall St set for record highs as AI push eclipses US-Iran war worries US STOCKS
1/6/2026,19:32:47,"DOW FUTURES EXTEND GAINS, LAST UP 0.6%"
1/6/2026,19:15:01,"US stock futures rise as AI push eclipses US-Iran war; Nvidia, Microsoft up US STOCKS"
1/6/2026,17:47:03,Wall Street futures gain as AI advances overshadow US-Iran tensions US STOCKS
1/6/2026,16:05:29,"S&P 500 E-MINI FUTURES UP 0.2%, NASDAQ 100 FUTURES UP 0.3%, DOW FUTURES UP 0.1%"
1/6/2026,5:58:03,Sa-71SF SAS SS BS BS 71h HO] Be of a7 F7Vt Ares AJDAS BA tct
30/5/2026,4:49:46,"RESA-LA MAF BP LUBE SSR SAR GRP Rinse, SRSA Bias ariass"
30/5/2026,4:49:46,"REEL) Bis FLF LR -S AR EER PRIN AHR, FREE! Bika ais"
30/5/2026,4:39:56,RES) 1 7 7 RO Bee & CHRAISE AOS abe Abe I. 9 + ISI AER PHB CWSI EMRA
30/5/2026,4:39:47,MERCATO AZIONARIO STATUNITENSE- Wall Street raggiunge nuovi massimi di chiusura grazie al settore tecnologico e alle speranze di un accordo in Medio Oriente
30/5/2026,4:39:43,MARCHES BOURSIERS AMERICAINS-Wall Street atteint de nouveaux records de cléture grace a la bonne tenue du secteur technologique et aux espoirs d'un accord au Moyen-Orient
30/5/2026,4:39:38,BOLSA DE EEUU-Wall Street alcanza nuevos maximos al cierre gracias al buen comportamiento del sector tecnoldgico y a las esperanzas de un acuerdo en Oriente Medio
30/5/2026,4:38:55,US-AKTIEN-Wall Street erreicht dank der Starke des Technologiesektors und Hoffnungen auf ein Abkommen im Nahen Osten neue Schlusshéchststande
30/5/2026,4:38:36,"Wall Street hits new closing highs on tech strength, Middle East deal hopes US STOCKS"
30/5/2026,4:02:10,Os FA-7/S SAS SS BS ABs AIHA BAH AAt AE7H7t ALS Al Al S Suge
30/5/2026,4:02:06,BOLSA EUA-Wall Street atinge novos recordes de fechamento impulsionada pela forga do setor de tecnologia e pelas esperancas de um acordo no Oriente Médio
30/5/2026,4:02:03,MERCATO AZIONARIO STATUNITENSE- Wall Street raggiunge nuovi massimi di chiusura grazie alla forza del settore tecnologico e alle speranze di un accordo in Medio Oriente
30/5/2026,4:01:54,"KBR 7 + 8, 1 7 7 BS RAR CHER EE"
30/5/2026,4:01:50,Bourse américaine-Wall Street atteint de nouveaux records de cléture grace a la bonne tenue du secteur technologique et aux espoirs d'un accord au Moyen-Orient
30/5/2026,4:01:46,"SEER -S2E RAR ESB PER tins Se ik, Sel NETS"
30/5/2026,4:01:46,"BIRTH-SE REE PRN Ae tk, PRS AaO Rea"
30/5/2026,4:01:42,BOLSA DE EEUU-Wall Street alcanza nuevos maximos al cierre gracias al impulso del sector tecnoldgico y a las esperanzas de un acuerdo en Oriente Medio
30/5/2026,4:01:08,"UNOFFICIALLY, FOR THE WEEK, THE S&P 500 GAINED 1.43%, THE NASDAQ ROSE 2.39%, AND THE DOW CLIMBED 0.9%"
30/5/2026,4:01:08,"UNOFFICIALLY, FOR THE MONTH THE S&P 500 GAINED 5.15%, THE NASDAQ ROSE 8.36%, AND THE DOW CLIMBED 2.78%"
30/5/2026,4:01:08,"S&P 500 RECORDS NINTH STRAIGHT WEEKLY GAIN, LONGEST STREAK SINCE DECEMBER 2023"
30/5/2026,4:01:03,US-AKTIEN-Wall Street erreicht dank der Starke des Technologiesektors und Hoffnungen auf ein Abkommen im Nahen Osten neue Schlusshéchststande
30/5/2026,4:00:53,"Wall Street hits new closing highs on tech strength, Middle East deal hopes US STOCKS"
30/5/2026,4:00:00,"NASDAQ .IXIC UNOFFICIALLY CLOSES UP 63.72 POINTS, OR 0.24 PERCENT, AT 26,981.19"
30/5/2026,4:00:00,"S&P 500 .SPX UNOFFICIALLY CLOSES UP 19.32 POINTS, OR 0.26 PERCENT, AT 7,582.95"
30/5/2026,4:00:00,"DOW JONES .DJI UNOFFICIALLY CLOSES UP 339.56 POINTS, OR 0.67%, AT 51,008.53"
30/5/2026,2:38:26,AREAS 7 4 IU ETIL I 4 2 ER Ci fh. PRERICEA
30/5/2026,2:38:20,BOLSA EUA-Wall Street amplia alta impulsionada pela forga do setor de tecnologia; acordo no Oriente Médio continua em foco
30/5/2026,2:38:18,"ol Tse ZAI_g! t, 7I BTS Az Zt AlOll BAO SAM O1017E. x) zx ou oto [Ol] Ho] FS"
30/5/2026,2:38:09,MARCHES BOURSIERS AMERICAINS-Wall Street poursuit sa remontée grace a la bonne tenue du secteur technologique l'accord au Moyen-Orient reste au centre de I'attention
30/5/2026,2:38:04,MERCATO AZIONARIO STATUNITENSE- Wall Street prosegue il rialzo grazie alla forza del settore tecnologico; l'accordo sul Medio Oriente rimane al centro dell'attenzione
30/5/2026,2:38:03,BOLSA DE EEUU-Wall Street prolonga su repunte gracias al impulso del sector tecnoldgico; el acuerdo sobre Oriente Medio sigue siendo el centro de atencién
30/5/2026,2:38:00,"FRR Th-A eae, SATS SEAR, Paes Seer"
30/5/2026,2:38:00,"FHIHh-SEReste, RATE se; PRIA"
30/5/2026,2:37:08,US-AKTIEN-Wall Street setzt Aufschwung dank starker Technologiewerte fort; Nahost-Abkommen bleibt im Fokus
30/5/2026,2:36:56,Wall Street extends rally on tech strength; Middle East deal stays in focus US STOCKS
30/5/2026,0:23:47,"AREAS 9 4 HE, 1 7 7 RACE A OK FY GRICE"
30/5/2026,0:23:47,BOLSA EUA-Wall Street amplia alta impulsionada pela forga do setor de tecnologia; acordo no Oriente Médio continua em foco
30/5/2026,0:23:45,"ol Ts ZAIN t, IS SMG BAH S SA O1O17E. - OO Z= Sto Bl HA9| a AGO t"
30/5/2026,0:23:36,BOLSA DE EEUU-Wall Street prolonga su repunte gracias al impulso del sector tecnoldgico; el acuerdo sobre Oriente Medio sigue siendo el centro de atencién
30/5/2026,0:23:35,MERCATO AZIONARIO STATUNITENSE- Wall Street prosegue il rialzo grazie alla forza del settore tecnologico; l'accordo sul Medio Oriente rimane al centro dell'attenzione
30/5/2026,0:23:32,"FHIRH-SEREi, SRE"
30/5/2026,0:23:32,"Hh -SE sate, HERAT EA; PRIM ea"
30/5/2026,0:22:49,US-AKTIEN-Wall Street setzt Aufschwung dank starker Technologiewerte fort; Nahost-Abkommen bleibt im Fokus
30/5/2026,0:22:42,Wall St extends rally on tech strength; Mideast deal stays in focus US STOCKS
29/5/2026,23:02:17,AVISO-Wall Street prolonga su repunte gracias a las esperanzas de un acuerdo de paz en Oriente Medio; Dell se dispara
29/5/2026,22:58:57,AVISO-Wall Street amplia alta com esperancas de acordo de paz no Oriente Médio; Dell dispara
29/5/2026,22:53:53,AVVISO-Wall Street prolunga il rialzo sulle speranze di accordo di pace in Medio Oriente; Dell in forte rialzo
29/5/2026,22:37:11,aE ZA oat t 1 oo ZA iy 8 St as 7/42al SSA ONZE... BEALS
29/5/2026,22:36:53,"KE PRL AR OREM 5 7 + JU fig lt EE A, TOLER ARE"
29/5/2026,22:36:44,"FHRh-S PRT ies Si, TREES FURR AER"
29/5/2026,22:36:44,"FBRRH-S RAL Bie A649 EAN EA, URI ARK US-AKTIEN-Wall Street setzt Aufschwung aufgrund von Hoffnungen auf ein Friedensabkommen im Nahen Osten fort; Dell legt kraftig zu"
29/5/2026,22:35:42,Wall St extends rally on Mideast peace deal hopes; Dell surges US STOCKS
29/5/2026,22:22:50,RUSSELL 2000 INDEX DOWN 1.1%
29/5/2026,21:42:24,"S&P 500 TECHNOLOGY SECTOR AT AN ALL TIME HIGH, LAST UP 1.7%"
29/5/2026,21:39:48,"S&P 500 SOFTWARE AND SERVICES INDEX HITS FOUR-MONTH HIGH, LAST UP 2.7%"
29/5/2026,21:35:01,US STOCKS SNAPSHOT-Wall St edges higher at open with Mideast deal updates in focus
29/5/2026,21:30:30,"NASDAQ .IXIC UP 34.17 POINTS, OR 0.13 PERCENT, AT 26,951.64 AFTER MARKET OPEN DOW JONES .DJI UP 74.29 POINTS, OR 0.15 PERCENT, AT 50,743.26 AFTER MARKET OPEN"
29/5/2026,21:30:30,"S&P 500 .INX UP 11.98 POINTS, OR 0.16 %, AT 7,575.61 AFTER MARKET OPEN"
29/5/2026,21:30:30,"S&P 500 .INX UP 11.98 POINTS, OR 0.16 PERCENT, AT 7,575.61 AFTER MARKET OPEN KE PRAF ASO ERVER 1 Sh, ¥4—/ (tj CLA IC H ca)"
29/5/2026,20:39:33,"Os F4-S5 BS AAO] FRO BD 7h, Ti Z7p AEA co ML CLUS AS"
29/5/2026,20:39:26,"MERCATO AZIONARIO STATUNITENSE- Wall St sulla buona strada per chiudere la settimana in rialzo, con l'attenzione concentrata sugli sviluppi dell'accordo in Medio Oriente"
29/5/2026,20:39:18,"BOLSA DE EEUU-Wall Street se encamina hacia unas ganancias semanales, con la atencién puesta en las novedades sobre el acuerdo en Oriente Medio"
29/5/2026,20:39:17,BOLSA EUA-Wall Street a caminho de ganhos semanais com foco nas atualizagdes de acordos no Oriente Médio
29/5/2026,20:39:15,"SHS PRRs hia ai, SHAS Fulmer Cie"
29/5/2026,20:39:15,FHih ato RAas
